Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards,Inspection ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status,Quote ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status,Has Alarms,Has Sprinklers,Has Extinguishers
18454,"PSC 5867, Box 4760
APO AP 29487",1667,5,Residential,5,Fair,Brick,"Sprinklers, Alarms, Extinguishers",Wide Doorways,Home day mouth.,Office,Occupied,Lead Paint,18476.0,2023-08-29,Passed,Beat mean to own modern in.,Compliant,49169.0,Interior Painting,2228.91,2023-10-24,New Emilymouth,6 days,2025-03-19,Converted,1,1,1
18454,"PSC 5867, Box 4760
APO AP 29487",1667,5,Residential,5,Fair,Brick,"Sprinklers, Alarms, Extinguishers",Wide Doorways,Home day mouth.,Office,Occupied,Lead Paint,44651.0,2024-01-23,Failed,Me push speak who response last not.,Compliant,49169.0,Interior Painting,2228.91,2023-10-24,New Emilymouth,6 days,2025-03-19,Converted,1,1,1
18495,"272 Norma Springs
Valerieborough, MD 93715",4914,15,Residential,4,Good,Wood,Alarms,"Ramps, Wide Doorways, Elevator, None",Whom off quite.,Residential,Occupied,Mold,6251.0,2022-09-08,Passed,Could suggest himself possible.,Non-compliant,9866.0,Plumbing,570.04,2023-12-27,Jimenezbury,1 days,2024-11-12,Converted,1,0,0
18523,"29713 Cheryl Flats
New Danielberg, NM 75739",9909,73,Commercial,7,Fair,Concrete,"Extinguishers, Alarms","Wide Doorways, Ramps, Elevator",Probably order.,Warehouse,Vacant,Lead Paint,28176.0,2023-06-24,Passed with minor issues,Would democratic phone buy leg smile culture.,Non-compliant,35911.0,Electrical Work,3651.54,2024-04-12,Alexandrachester,2 days,2024-11-30,Pending,1,0,1
18523,"29713 Cheryl Flats
New Danielberg, NM 75739",9909,73,Commercial,7,Fair,Concrete,"Extinguishers, Alarms","Wide Doorways, Ramps, Elevator",Probably order.,Warehouse,Vacant,Lead Paint,28176.0,2023-06-24,Passed with minor issues,Would democratic phone buy leg smile culture.,Non-compliant,41619.0,Interior Painting,3239.47,2023-10-10,Emmaberg,3 days,2025-02-26,Closed,1,0,1
18523,"29713 Cheryl Flats
New Danielberg, NM 75739",9909,73,Commercial,7,Fair,Concrete,"Extinguishers, Alarms","Wide Doorways, Ramps, Elevator",Probably order.,Warehouse,Vacant,Lead Paint,32955.0,2023-04-08,Passed,Week view alone local scene whole position support.,Compliant,35911.0,Electrical Work,3651.54,2024-04-12,Alexandrachester,2 days,2024-11-30,Pending,1,0,1
18523,"29713 Cheryl Flats
New Danielberg, NM 75739",9909,73,Commercial,7,Fair,Concrete,"Extinguishers, Alarms","Wide Doorways, Ramps, Elevator",Probably order.,Warehouse,Vacant,Lead Paint,32955.0,2023-04-08,Passed,Week view alone local scene whole position support.,Compliant,41619.0,Interior Painting,3239.47,2023-10-10,Emmaberg,3 days,2025-02-26,Closed,1,0,1
18548,"USNV Duran
FPO AE 38091",2461,52,Residential,10,Good,Brick,"Alarms, Sprinklers","Elevator, Wide Doorways",Focus others.,Residential,Vacant,Lead Paint,18364.0,2024-01-12,Failed,Sister key me.,Non-compliant,18575.0,Interior Painting,1042.05,2024-06-13,Hintonborough,4 days,2025-08-21,Closed,1,1,0
18574,"USS Phillips
FPO AP 69949",3664,43,Industrial,9,Good,Concrete,"Extinguishers, Alarms, Sprinklers","Elevator, Ramps",Send.,Residential,Occupied,Lead Paint,13115.0,2024-08-23,Passed with minor issues,Tax commercial force able play population ask.,Non-compliant,12128.0,Electrical Work,2905.65,2024-08-21,South Jennifer,3 days,2024-12-29,Converted,1,1,1
18615,"USS Moran
FPO AP 07812",786,5,Residential,7,Poor,Wood,"Alarms, Extinguishers","Ramps, None",Situation word.,Office,Vacant,Lead Paint,3530.0,2023-01-02,Failed,Majority weight simple front decade some knowledge board.,Non-compliant,19990.0,Plumbing,2873.57,2023-10-22,Lake Angelicaside,3 days,2025-01-27,Closed,1,0,1
18615,"USS Moran
FPO AP 07812",786,5,Residential,7,Poor,Wood,"Alarms, Extinguishers","Ramps, None",Situation word.,Office,Vacant,Lead Paint,3530.0,2023-01-02,Failed,Majority weight simple front decade some knowledge board.,Non-compliant,31754.0,HVAC Installation,2911.08,2023-10-07,Lake Ericachester,1 days,2025-02-24,Pending,1,0,1
18669,"6428 Padilla Cove
Kochburgh, CA 83061",3360,53,Industrial,4,Fair,Wood,"Sprinklers, Extinguishers","Wide Doorways, None, Elevator, Ramps",Impact debate moment.,Retail,Vacant,Lead Paint,43282.0,2023-07-10,Passed,After newspaper there century.,Non-compliant,38632.0,Roof Repair,3568.01,2023-10-14,Port Brittany,1 days,2025-05-11,Expired,0,1,1
18669,"6428 Padilla Cove
Kochburgh, CA 83061",3360,53,Industrial,4,Fair,Wood,"Sprinklers, Extinguishers","Wide Doorways, None, Elevator, Ramps",Impact debate moment.,Retail,Vacant,Lead Paint,43282.0,2023-07-10,Passed,After newspaper there century.,Non-compliant,44924.0,Plumbing,3170.29,2024-04-11,Tiffanyfort,1 days,2025-03-05,Expired,0,1,1
18683,"424 Smith Springs Suite 886
Michealton, WV 32240",8176,78,Residential,6,Fair,Concrete,Alarms,"Ramps, Elevator",Drug deep.,Residential,Vacant,Lead Paint,12220.0,2024-07-27,Failed,Recognize eight music team.,Compliant,36655.0,Plumbing,1232.22,2024-02-16,East Larry,7 days,2025-05-30,Pending,1,0,0
18844,"3852 Wallace Lake Apt. 069
Michaelview, CA 67093",5688,33,Commercial,10,Poor,Wood,Extinguishers,"Elevator, None",Debate determine.,Residential,Occupied,Lead Paint,41045.0,2024-03-19,Passed with minor issues,Process hundred happy.,Non-compliant,14725.0,Plumbing,3699.55,2023-11-20,North Markfurt,1 days,2025-01-28,Closed,0,0,1
18844,"3852 Wallace Lake Apt. 069
Michaelview, CA 67093",5688,33,Commercial,10,Poor,Wood,Extinguishers,"Elevator, None",Debate determine.,Residential,Occupied,Lead Paint,41045.0,2024-03-19,Passed with minor issues,Process hundred happy.,Non-compliant,46394.0,Plumbing,4926.58,2024-03-28,West Kennethland,4 days,2025-07-05,Expired,0,0,1
18844,"3852 Wallace Lake Apt. 069
Michaelview, CA 67093",5688,33,Commercial,10,Poor,Wood,Extinguishers,"Elevator, None",Debate determine.,Residential,Occupied,Lead Paint,45317.0,2021-12-18,Passed,Federal it resource hair.,Non-compliant,14725.0,Plumbing,3699.55,2023-11-20,North Markfurt,1 days,2025-01-28,Closed,0,0,1
18844,"3852 Wallace Lake Apt. 069
Michaelview, CA 67093",5688,33,Commercial,10,Poor,Wood,Extinguishers,"Elevator, None",Debate determine.,Residential,Occupied,Lead Paint,45317.0,2021-12-18,Passed,Federal it resource hair.,Non-compliant,46394.0,Plumbing,4926.58,2024-03-28,West Kennethland,4 days,2025-07-05,Expired,0,0,1
18862,"2689 Scott Point Apt. 600
Sanchezfort, NC 29679",4129,75,Residential,7,Poor,Brick,Alarms,"Elevator, Wide Doorways, None, Ramps",Dinner second among.,Residential,Occupied,Asbestos,28189.0,2021-11-02,Failed,Concern benefit career.,Compliant,29794.0,HVAC Installation,4809.5,2024-03-22,Jeffreyshire,1 days,2024-10-30,Expired,1,0,0
18869,"8557 Mcbride Walks Suite 924
Stephaniefort, TN 26144",5190,44,Commercial,7,Good,Steel,"Alarms, Extinguishers, Sprinklers","Wide Doorways, Elevator, Ramps",Around among yard.,Warehouse,Vacant,Lead Paint,8894.0,2022-11-04,Failed,Group impact evidence bring drive foreign pick provide.,Non-compliant,30858.0,Interior Painting,3330.09,2023-12-11,West Kimberlychester,3 days,2025-05-26,Pending,1,1,1
18869,"8557 Mcbride Walks Suite 924
Stephaniefort, TN 26144",5190,44,Commercial,7,Good,Steel,"Alarms, Extinguishers, Sprinklers","Wide Doorways, Elevator, Ramps",Around among yard.,Warehouse,Vacant,Lead Paint,8894.0,2022-11-04,Failed,Group impact evidence bring drive foreign pick provide.,Non-compliant,38231.0,HVAC Installation,598.86,2024-06-22,Edwardberg,7 days,2025-03-03,Closed,1,1,1
18869,"8557 Mcbride Walks Suite 924
Stephaniefort, TN 26144",5190,44,Commercial,7,Good,Steel,"Alarms, Extinguishers, Sprinklers","Wide Doorways, Elevator, Ramps",Around among yard.,Warehouse,Vacant,Lead Paint,29736.0,2023-12-08,Passed with minor issues,Kind way follow federal.,Non-compliant,30858.0,Interior Painting,3330.09,2023-12-11,West Kimberlychester,3 days,2025-05-26,Pending,1,1,1
18869,"8557 Mcbride Walks Suite 924
Stephaniefort, TN 26144",5190,44,Commercial,7,Good,Steel,"Alarms, Extinguishers, Sprinklers","Wide Doorways, Elevator, Ramps",Around among yard.,Warehouse,Vacant,Lead Paint,29736.0,2023-12-08,Passed with minor issues,Kind way follow federal.,Non-compliant,38231.0,HVAC Installation,598.86,2024-06-22,Edwardberg,7 days,2025-03-03,Closed,1,1,1
18870,"254 Cameron Plains
East Jack, LA 14037",1892,45,Industrial,7,Good,Wood,"Sprinklers, Extinguishers","Wide Doorways, Ramps",Note write right.,Residential,Occupied,Asbestos,31166.0,2023-07-30,Failed,Respond prevent spend foot.,Compliant,46260.0,Interior Painting,1114.55,2024-09-14,West Thomasfurt,2 days,2025-04-04,Pending,0,1,1
18894,"56664 Cook Islands
West Elizabeth, VT 66188",2895,60,Commercial,5,Good,Concrete,"Alarms, Sprinklers, Extinguishers",Ramps,Practice go choose.,Office,Vacant,Lead Paint,48320.0,2023-10-16,Passed,Theory should mission wrong want laugh only the.,Compliant,3251.0,Roof Repair,2281.14,2024-05-15,East Tinafort,1 days,2025-01-10,Converted,1,1,1
18894,"56664 Cook Islands
West Elizabeth, VT 66188",2895,60,Commercial,5,Good,Concrete,"Alarms, Sprinklers, Extinguishers",Ramps,Practice go choose.,Office,Vacant,Lead Paint,48320.0,2023-10-16,Passed,Theory should mission wrong want laugh only the.,Compliant,42301.0,HVAC Installation,3860.11,2024-06-11,Robinmouth,2 days,2025-02-07,Pending,1,1,1
18936,"136 Amanda Radial Suite 736
Hallhaven, TX 25268",9517,30,Industrial,3,Fair,Steel,Sprinklers,"Wide Doorways, None, Elevator",Rock gun hear certain.,Retail,Occupied,Mold,891.0,2024-05-02,Passed,Doctor green network own industry.,Non-compliant,21506.0,Plumbing,2455.32,2023-10-11,South Michelleton,1 days,2024-12-31,Expired,0,1,0
18936,"136 Amanda Radial Suite 736
Hallhaven, TX 25268",9517,30,Industrial,3,Fair,Steel,Sprinklers,"Wide Doorways, None, Elevator",Rock gun hear certain.,Retail,Occupied,Mold,891.0,2024-05-02,Passed,Doctor green network own industry.,Non-compliant,39900.0,Interior Painting,2784.58,2024-03-14,Davidhaven,1 days,2024-12-11,Pending,0,1,0
18939,"7543 Michael Burgs
Jonathanton, KS 27115",3520,86,Commercial,1,Fair,Wood,"Extinguishers, Alarms, Sprinklers","Elevator, Ramps, None",Once data someone.,Office,Vacant,Mold,41516.0,2022-06-28,Passed with minor issues,Simply case store.,Compliant,31338.0,Interior Painting,2009.05,2024-01-07,East Elizabeth,1 days,2025-03-09,Closed,1,1,1
18939,"7543 Michael Burgs
Jonathanton, KS 27115",3520,86,Commercial,1,Fair,Wood,"Extinguishers, Alarms, Sprinklers","Elevator, Ramps, None",Once data someone.,Office,Vacant,Mold,41516.0,2022-06-28,Passed with minor issues,Simply case store.,Compliant,39127.0,Electrical Work,2658.58,2024-01-26,Port Jonathanmouth,3 days,2025-08-26,Closed,1,1,1
18939,"7543 Michael Burgs
Jonathanton, KS 27115",3520,86,Commercial,1,Fair,Wood,"Extinguishers, Alarms, Sprinklers","Elevator, Ramps, None",Once data someone.,Office,Vacant,Mold,41516.0,2022-06-28,Passed with minor issues,Simply case store.,Compliant,46241.0,HVAC Installation,1493.42,2023-11-13,Michelletown,2 days,2025-02-08,Converted,1,1,1
18992,"USCGC Rogers
FPO AE 25899",2085,15,Commercial,8,Excellent,Brick,Extinguishers,"Ramps, Wide Doorways",Management consider offer.,Residential,Vacant,Mold,38965.0,2022-05-23,Passed,Rule thank plan.,Non-compliant,8298.0,Plumbing,3469.63,2024-03-30,Lake Michaelton,2 days,2025-02-28,Expired,0,0,1
19002,"9970 Daniel Rue Apt. 599
New Jeffrey, GA 12463",2870,31,Commercial,7,Poor,Steel,"Extinguishers, Sprinklers, Alarms","None, Elevator",Despite former under.,Warehouse,Occupied,Mold,34649.0,2022-03-13,Failed,On collection free decade must yourself.,Compliant,4528.0,Plumbing,4315.84,2024-04-28,West Staceyhaven,4 days,2025-06-29,Pending,1,1,1
19002,"9970 Daniel Rue Apt. 599
New Jeffrey, GA 12463",2870,31,Commercial,7,Poor,Steel,"Extinguishers, Sprinklers, Alarms","None, Elevator",Despite former under.,Warehouse,Occupied,Mold,34649.0,2022-03-13,Failed,On collection free decade must yourself.,Compliant,46614.0,Roof Repair,2096.7,2024-03-13,North Aimee,7 days,2024-11-14,Closed,1,1,1
19002,"9970 Daniel Rue Apt. 599
New Jeffrey, GA 12463",2870,31,Commercial,7,Poor,Steel,"Extinguishers, Sprinklers, Alarms","None, Elevator",Despite former under.,Warehouse,Occupied,Mold,37050.0,2023-05-09,Failed,Write local everything instead miss military.,Compliant,4528.0,Plumbing,4315.84,2024-04-28,West Staceyhaven,4 days,2025-06-29,Pending,1,1,1
19002,"9970 Daniel Rue Apt. 599
New Jeffrey, GA 12463",2870,31,Commercial,7,Poor,Steel,"Extinguishers, Sprinklers, Alarms","None, Elevator",Despite former under.,Warehouse,Occupied,Mold,37050.0,2023-05-09,Failed,Write local everything instead miss military.,Compliant,46614.0,Roof Repair,2096.7,2024-03-13,North Aimee,7 days,2024-11-14,Closed,1,1,1
19015,"1274 Erika Crossroad
South Justin, DE 34917",717,49,Industrial,7,Good,Brick,"Extinguishers, Sprinklers",Ramps,Nature person.,Retail,Vacant,Asbestos,26511.0,2023-12-23,Passed,Choice around court star.,Non-compliant,38117.0,Roof Repair,4644.51,2024-07-05,Deckerport,1 days,2024-11-02,Closed,0,1,1
19026,"98527 Thomas Turnpike
Mariaburgh, LA 06458",9910,5,Residential,6,Fair,Brick,Extinguishers,"Elevator, Wide Doorways, None",Risk manager.,Office,Occupied,Lead Paint,9615.0,2022-02-06,Failed,Share PM happy remember direction option camera.,Compliant,4561.0,HVAC Installation,2985.31,2024-06-24,North Shawn,5 days,2024-12-10,Converted,0,0,1
19026,"98527 Thomas Turnpike
Mariaburgh, LA 06458",9910,5,Residential,6,Fair,Brick,Extinguishers,"Elevator, Wide Doorways, None",Risk manager.,Office,Occupied,Lead Paint,9615.0,2022-02-06,Failed,Share PM happy remember direction option camera.,Compliant,34919.0,Roof Repair,2742.23,2024-08-02,New Zacharybury,4 days,2025-01-25,Expired,0,0,1
19086,"369 Thompson Manors
Ericton, NV 71097",8434,83,Residential,4,Good,Brick,"Alarms, Extinguishers, Sprinklers","Ramps, Elevator, None",Action hope fact.,Warehouse,Occupied,Lead Paint,2371.0,2022-08-03,Passed with minor issues,Toward yes a line.,Non-compliant,8801.0,Interior Painting,1530.08,2023-10-30,Port Melissaside,4 days,2025-01-29,Expired,1,1,1
19089,"847 Hansen Ford Apt. 284
Nicholasborough, PA 23523",6014,56,Residential,7,Excellent,Wood,"Alarms, Sprinklers, Extinguishers","Wide Doorways, Ramps, Elevator",While.,Office,Vacant,Asbestos,22093.0,2023-04-24,Failed,A season trip.,Compliant,5620.0,Electrical Work,2322.78,2024-02-27,West Robert,5 days,2025-02-14,Pending,1,1,1
19090,"560 May Forest Apt. 717
Ashleyberg, KS 07763",6375,48,Commercial,1,Fair,Brick,"Sprinklers, Extinguishers","Ramps, None, Elevator",Yard call.,Warehouse,Vacant,Mold,32395.0,2023-09-08,Passed,Arrive black share central treatment long anything.,Non-compliant,28755.0,Roof Repair,3991.81,2024-03-28,Gordonville,3 days,2025-04-04,Converted,0,1,1
19129,"12256 Krause Estates Apt. 310
North Travisport, CA 13812",3612,37,Residential,4,Fair,Steel,"Extinguishers, Alarms","Elevator, Ramps",Military think.,Residential,Vacant,Lead Paint,3653.0,2024-08-18,Passed,Eye see democratic oil head structure imagine.,Compliant,30846.0,HVAC Installation,2220.86,2023-12-08,Frankmouth,7 days,2025-06-24,Expired,1,0,1
19183,"700 David River
South Jessica, MD 64199",4120,18,Residential,8,Good,Concrete,"Extinguishers, Sprinklers","None, Elevator",Miss truth myself.,Retail,Occupied,Lead Paint,5657.0,2023-10-25,Passed,Before safe often care different behind.,Non-compliant,23059.0,Roof Repair,1943.68,2024-02-04,Lake Erin,5 days,2025-08-22,Expired,0,1,1
19195,"083 Amanda Plains
Deannaville, IA 73301",4542,57,Residential,3,Fair,Brick,"Extinguishers, Alarms, Sprinklers","None, Wide Doorways, Elevator, Ramps",Morning market opportunity least.,Residential,Vacant,Asbestos,47063.0,2023-10-04,Failed,Realize high adult man.,Compliant,861.0,Interior Painting,4673.45,2024-07-25,West Kaylabury,2 days,2025-04-25,Expired,1,1,1
19195,"083 Amanda Plains
Deannaville, IA 73301",4542,57,Residential,3,Fair,Brick,"Extinguishers, Alarms, Sprinklers","None, Wide Doorways, Elevator, Ramps",Morning market opportunity least.,Residential,Vacant,Asbestos,47063.0,2023-10-04,Failed,Realize high adult man.,Compliant,11839.0,Plumbing,2008.58,2024-04-13,Lake Terri,4 days,2024-09-19,Converted,1,1,1
19195,"083 Amanda Plains
Deannaville, IA 73301",4542,57,Residential,3,Fair,Brick,"Extinguishers, Alarms, Sprinklers","None, Wide Doorways, Elevator, Ramps",Morning market opportunity least.,Residential,Vacant,Asbestos,47063.0,2023-10-04,Failed,Realize high adult man.,Compliant,17900.0,Roof Repair,2522.51,2024-06-12,Vanessaville,3 days,2025-04-14,Expired,1,1,1
19207,"489 Bailey Island Apt. 105
Ortizberg, MN 39477",625,84,Commercial,6,Excellent,Steel,"Extinguishers, Sprinklers, Alarms",Wide Doorways,Yes yet former.,Warehouse,Occupied,Asbestos,48080.0,2024-01-15,Passed,Since water right on growth.,Non-compliant,41236.0,Plumbing,796.86,2024-01-07,Clintonton,7 days,2025-06-18,Pending,1,1,1
19275,"24629 Greene Field
Theresastad, WI 07124",4278,62,Residential,4,Excellent,Wood,"Alarms, Sprinklers, Extinguishers","Elevator, Wide Doorways, None, Ramps",During past blue.,Warehouse,Vacant,Mold,10159.0,2024-04-11,Passed,Rate training team other.,Compliant,34752.0,Electrical Work,4570.31,2024-01-15,Lake Danielle,2 days,2024-09-20,Expired,1,1,1
19275,"24629 Greene Field
Theresastad, WI 07124",4278,62,Residential,4,Excellent,Wood,"Alarms, Sprinklers, Extinguishers","Elevator, Wide Doorways, None, Ramps",During past blue.,Warehouse,Vacant,Mold,10159.0,2024-04-11,Passed,Rate training team other.,Compliant,37911.0,Roof Repair,576.83,2024-09-12,Lisabury,6 days,2024-12-29,Expired,1,1,1
19300,"2434 Andrea Court
Kevinview, LA 22993",1067,9,Residential,2,Excellent,Steel,"Alarms, Sprinklers","Ramps, None",With kitchen establish.,Retail,Vacant,Lead Paint,21157.0,2022-12-26,Passed with minor issues,During better form appear onto.,Compliant,24661.0,HVAC Installation,4311.86,2024-02-13,Anthonychester,3 days,2025-05-14,Pending,1,1,0
19329,"Unit 5280 Box 3674
DPO AP 69206",9143,68,Commercial,9,Poor,Concrete,"Extinguishers, Alarms, Sprinklers","Wide Doorways, Elevator, None, Ramps",Upon everything.,Warehouse,Occupied,Lead Paint,49399.0,2021-12-01,Passed with minor issues,Better south responsibility scientist.,Compliant,16653.0,Electrical Work,1473.73,2024-03-09,Tonyton,3 days,2025-08-02,Closed,1,1,1
19329,"Unit 5280 Box 3674
DPO AP 69206",9143,68,Commercial,9,Poor,Concrete,"Extinguishers, Alarms, Sprinklers","Wide Doorways, Elevator, None, Ramps",Upon everything.,Warehouse,Occupied,Lead Paint,49399.0,2021-12-01,Passed with minor issues,Better south responsibility scientist.,Compliant,37831.0,Roof Repair,1230.76,2023-12-08,Murraytown,4 days,2025-01-09,Expired,1,1,1
19356,"07482 Golden Station
Kathleenhaven, PA 22265",8793,60,Commercial,3,Excellent,Steel,"Alarms, Sprinklers","Wide Doorways, Ramps, Elevator",Law computer.,Residential,Occupied,Mold,19866.0,2023-03-27,Failed,Agree he course condition near couple such window.,Compliant,17169.0,Plumbing,1681.49,2024-06-18,Gregorytown,1 days,2025-08-14,Expired,1,1,0
19356,"07482 Golden Station
Kathleenhaven, PA 22265",8793,60,Commercial,3,Excellent,Steel,"Alarms, Sprinklers","Wide Doorways, Ramps, Elevator",Law computer.,Residential,Occupied,Mold,44738.0,2024-09-12,Passed,Member one director write traditional become.,Compliant,17169.0,Plumbing,1681.49,2024-06-18,Gregorytown,1 days,2025-08-14,Expired,1,1,0
19400,"4762 Vega Oval
Brianamouth, RI 89590",3569,89,Industrial,5,Fair,Steel,"Sprinklers, Extinguishers, Alarms","Ramps, None, Wide Doorways, Elevator",Executive individual any particular.,Retail,Occupied,Asbestos,45986.0,2023-10-23,Passed with minor issues,Likely oil worry success force moment.,Compliant,5408.0,Roof Repair,4336.59,2023-11-28,New John,2 days,2025-02-15,Expired,1,1,1
19423,"4693 Harvey Station
New Briannastad, GA 94395",5552,6,Industrial,6,Good,Steel,"Extinguishers, Alarms, Sprinklers","Elevator, Wide Doorways",Type back.,Office,Vacant,Lead Paint,19506.0,2023-05-30,Passed with minor issues,Send another country deal.,Compliant,48434.0,Plumbing,2542.08,2024-07-26,Jamesfurt,2 days,2025-05-19,Converted,1,1,1
19427,"477 Anthony Skyway Suite 919
Chasebury, IN 97730",3724,52,Commercial,5,Good,Concrete,"Extinguishers, Alarms","Elevator, None",Ability debate government.,Retail,Vacant,Mold,36663.0,2024-07-18,Failed,One source whose billion pass book.,Compliant,18914.0,Interior Painting,1850.24,2024-08-30,Port Michaelfort,3 days,2025-08-20,Closed,1,0,1
19427,"477 Anthony Skyway Suite 919
Chasebury, IN 97730",3724,52,Commercial,5,Good,Concrete,"Extinguishers, Alarms","Elevator, None",Ability debate government.,Retail,Vacant,Mold,36663.0,2024-07-18,Failed,One source whose billion pass book.,Compliant,25395.0,HVAC Installation,2074.14,2023-10-11,Lorrainemouth,6 days,2024-10-02,Converted,1,0,1
19534,"959 Parrish Lodge Apt. 957
New Richard, AZ 53709",7053,91,Industrial,7,Fair,Concrete,"Extinguishers, Sprinklers, Alarms","Elevator, None, Ramps",Very energy since since.,Residential,Occupied,Asbestos,42500.0,2022-05-13,Passed with minor issues,Tough skin participant magazine cell.,Compliant,7273.0,Electrical Work,1570.55,2024-04-05,New Kathleenland,3 days,2024-10-29,Closed,1,1,1
19534,"959 Parrish Lodge Apt. 957
New Richard, AZ 53709",7053,91,Industrial,7,Fair,Concrete,"Extinguishers, Sprinklers, Alarms","Elevator, None, Ramps",Very energy since since.,Residential,Occupied,Asbestos,42500.0,2022-05-13,Passed with minor issues,Tough skin participant magazine cell.,Compliant,24845.0,Electrical Work,3742.5,2023-09-18,South Hunterstad,2 days,2025-08-01,Expired,1,1,1
19548,"881 Patel Roads Apt. 466
West Mariahview, DE 82502",2205,28,Commercial,9,Poor,Concrete,"Sprinklers, Extinguishers, Alarms","Wide Doorways, Elevator",Hot.,Retail,Occupied,Asbestos,18375.0,2024-09-13,Passed with minor issues,Join understand of individual nature pressure.,Compliant,14603.0,Interior Painting,2476.68,2024-07-13,West Justinfort,2 days,2025-07-25,Closed,1,1,1
19548,"881 Patel Roads Apt. 466
West Mariahview, DE 82502",2205,28,Commercial,9,Poor,Concrete,"Sprinklers, Extinguishers, Alarms","Wide Doorways, Elevator",Hot.,Retail,Occupied,Asbestos,18375.0,2024-09-13,Passed with minor issues,Join understand of individual nature pressure.,Compliant,22337.0,HVAC Installation,2849.95,2023-09-24,Lake Brent,2 days,2025-04-30,Closed,1,1,1
19569,"1737 Jessica Spurs Apt. 213
North Destiny, DC 48678",3612,72,Industrial,1,Fair,Steel,"Alarms, Sprinklers","None, Elevator, Wide Doorways, Ramps",Partner few party.,Office,Vacant,Asbestos,49938.0,2024-08-15,Passed with minor issues,Manage themselves its trouble nor.,Non-compliant,23458.0,Roof Repair,4916.63,2024-09-06,Hayesberg,5 days,2024-11-25,Pending,1,1,0
19640,"9517 Erica Throughway Suite 034
North Christopher, HI 80441",8032,30,Residential,3,Poor,Brick,Sprinklers,"Elevator, Ramps, Wide Doorways, None",General whether.,Warehouse,Occupied,Asbestos,30382.0,2023-08-24,Failed,Early real charge.,Non-compliant,31899.0,Roof Repair,2175.33,2024-05-29,West Sandrastad,1 days,2025-01-04,Pending,0,1,0
19640,"9517 Erica Throughway Suite 034
North Christopher, HI 80441",8032,30,Residential,3,Poor,Brick,Sprinklers,"Elevator, Ramps, Wide Doorways, None",General whether.,Warehouse,Occupied,Asbestos,30382.0,2023-08-24,Failed,Early real charge.,Non-compliant,33469.0,Plumbing,4364.73,2023-11-08,Hollandland,3 days,2024-12-03,Converted,0,1,0
19655,"710 Robin Underpass Apt. 612
Michaelland, WA 13740",9111,5,Residential,7,Fair,Brick,Sprinklers,"Wide Doorways, Ramps, Elevator, None",Lose by.,Retail,Vacant,Mold,2674.0,2023-03-06,Passed,Room exactly prepare law few.,Non-compliant,7650.0,Plumbing,2830.92,2024-02-18,Annastad,4 days,2025-06-13,Closed,0,1,0
19655,"710 Robin Underpass Apt. 612
Michaelland, WA 13740",9111,5,Residential,7,Fair,Brick,Sprinklers,"Wide Doorways, Ramps, Elevator, None",Lose by.,Retail,Vacant,Mold,2674.0,2023-03-06,Passed,Room exactly prepare law few.,Non-compliant,38018.0,Interior Painting,2710.42,2024-03-27,Thomasland,5 days,2024-09-23,Pending,0,1,0
19655,"710 Robin Underpass Apt. 612
Michaelland, WA 13740",9111,5,Residential,7,Fair,Brick,Sprinklers,"Wide Doorways, Ramps, Elevator, None",Lose by.,Retail,Vacant,Mold,2674.0,2023-03-06,Passed,Room exactly prepare law few.,Non-compliant,42247.0,Interior Painting,998.26,2024-08-01,Port Kellybury,7 days,2025-04-15,Expired,0,1,0
19655,"710 Robin Underpass Apt. 612
Michaelland, WA 13740",9111,5,Residential,7,Fair,Brick,Sprinklers,"Wide Doorways, Ramps, Elevator, None",Lose by.,Retail,Vacant,Mold,2674.0,2023-03-06,Passed,Room exactly prepare law few.,Non-compliant,48400.0,Electrical Work,3561.45,2023-12-31,Lake Donna,5 days,2024-10-17,Closed,0,1,0
19665,"288 Amy Ford
Ryanbury, NE 94878",1110,3,Industrial,8,Excellent,Concrete,Alarms,Wide Doorways,Wife event.,Residential,Vacant,Mold,29716.0,2023-08-11,Passed,About again significant finish new these various air.,Non-compliant,19555.0,Interior Painting,1532.46,2024-09-03,Port Michael,6 days,2025-01-07,Converted,1,0,0
19665,"288 Amy Ford
Ryanbury, NE 94878",1110,3,Industrial,8,Excellent,Concrete,Alarms,Wide Doorways,Wife event.,Residential,Vacant,Mold,29716.0,2023-08-11,Passed,About again significant finish new these various air.,Non-compliant,31819.0,Plumbing,1582.8,2024-07-31,New Adam,6 days,2025-07-09,Expired,1,0,0
19665,"288 Amy Ford
Ryanbury, NE 94878",1110,3,Industrial,8,Excellent,Concrete,Alarms,Wide Doorways,Wife event.,Residential,Vacant,Mold,29716.0,2023-08-11,Passed,About again significant finish new these various air.,Non-compliant,43855.0,Roof Repair,4410.6,2024-03-05,Williamport,6 days,2025-03-13,Closed,1,0,0
19665,"288 Amy Ford
Ryanbury, NE 94878",1110,3,Industrial,8,Excellent,Concrete,Alarms,Wide Doorways,Wife event.,Residential,Vacant,Mold,32631.0,2024-08-18,Passed with minor issues,Future society its record big significant.,Compliant,19555.0,Interior Painting,1532.46,2024-09-03,Port Michael,6 days,2025-01-07,Converted,1,0,0
