Quote ID,Property ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status
27495,3871,Plumbing,3330.98,2024-02-15,Lake Joel,6 days,2025-03-07,Pending
27496,27367,Electrical Work,1895.36,2024-09-02,West Jesus,2 days,2025-05-28,Expired
27497,35263,HVAC Installation,1032.83,2023-10-31,East Amanda,3 days,2025-08-30,Expired
27498,28628,Plumbing,823.03,2024-04-18,Amyport,1 days,2025-06-24,Pending
27499,3883,Plumbing,4721.08,2024-04-09,Douglasville,4 days,2025-08-19,Pending
27500,46387,Roof Repair,1280.99,2024-05-02,Roseborough,3 days,2024-12-07,Pending
27501,31314,Electrical Work,1399.33,2023-12-23,North Megan,6 days,2025-06-06,Closed
27502,23238,HVAC Installation,2040.13,2024-02-25,South Laura,1 days,2025-01-27,Expired
27503,48832,Electrical Work,2536.8,2023-11-22,New Jon,6 days,2025-06-04,Closed
27504,30252,Electrical Work,4774.11,2024-08-27,West Julia,5 days,2025-04-06,Converted
27505,19437,Roof Repair,602.05,2024-07-09,West Andrea,3 days,2024-09-17,Closed
27506,1505,Electrical Work,1887.85,2023-11-02,North Maxwell,6 days,2024-09-20,Converted
27507,40221,Interior Painting,1811.73,2024-07-10,South Jonathan,4 days,2025-01-19,Expired
27508,17415,Plumbing,3595.56,2024-07-11,Dawnside,1 days,2024-09-23,Closed
27509,21000,Plumbing,1287.14,2024-03-21,Thomasborough,5 days,2025-07-08,Closed
27510,36644,Interior Painting,4036.19,2024-02-18,Port Tylermouth,2 days,2025-05-13,Expired
27511,36592,Plumbing,1764.6,2024-03-03,West Miguel,7 days,2025-07-01,Closed
27512,5890,Electrical Work,4887.96,2023-09-21,Baldwinfort,2 days,2025-07-15,Pending
27513,36347,Plumbing,2760.21,2024-06-19,South Philiptown,5 days,2025-01-24,Converted
27514,26902,Plumbing,4747.83,2023-09-16,Andersonland,1 days,2025-01-20,Converted
27515,47141,Roof Repair,1468.07,2023-11-25,Jenniferside,4 days,2024-10-15,Expired
27516,48774,Roof Repair,971.67,2024-07-08,Amyport,4 days,2025-01-10,Converted
27517,49138,HVAC Installation,1354.73,2024-09-03,Martinezside,4 days,2025-05-24,Closed
27518,29385,Electrical Work,3772.56,2024-07-09,Kellymouth,1 days,2024-11-03,Converted
27519,5719,Interior Painting,2779.32,2023-10-27,South Michaelview,2 days,2025-02-20,Pending
27520,6315,Interior Painting,3349.39,2024-04-08,Cooperborough,1 days,2025-03-19,Expired
27521,31667,Electrical Work,1733.85,2024-08-26,Port Ashley,4 days,2025-02-10,Expired
27522,9231,Interior Painting,1022.13,2024-04-26,Evanberg,2 days,2025-07-01,Converted
27523,36850,Roof Repair,2332.65,2024-01-04,East Michaelburgh,6 days,2025-03-29,Converted
27524,36970,Interior Painting,4403.33,2023-12-14,Kimberlyborough,4 days,2025-05-05,Closed
27525,1639,Electrical Work,4029.9,2024-08-09,Thomasmouth,3 days,2025-03-09,Converted
27526,20419,Interior Painting,3526.86,2024-07-22,Ashleyport,4 days,2025-04-11,Converted
27527,26013,Interior Painting,3678.89,2024-07-02,Christopherstad,1 days,2024-10-15,Pending
27528,8396,Interior Painting,3200.49,2024-05-20,Palmerfort,4 days,2025-01-21,Expired
27529,47883,Interior Painting,4293.01,2024-05-18,New Alice,4 days,2025-02-23,Closed
27530,22830,Roof Repair,4166.23,2023-10-30,Morganmouth,2 days,2025-03-04,Pending
27531,45321,HVAC Installation,1220.7,2024-05-28,North Stephanie,7 days,2025-08-31,Expired
27532,4863,HVAC Installation,2958.88,2024-04-07,Burgessport,4 days,2024-11-10,Closed
27533,41967,Interior Painting,968.78,2024-06-17,South Elizabethborough,1 days,2025-02-06,Closed
27534,6174,Roof Repair,4411.36,2024-02-22,South Kevin,1 days,2024-12-05,Closed
27535,49479,Plumbing,2631.0,2023-12-16,Lake Benjaminchester,6 days,2024-11-18,Expired
27536,31304,Electrical Work,4326.16,2024-03-27,Lake Alexandraport,3 days,2025-01-15,Expired
27537,43896,HVAC Installation,4117.03,2023-11-01,Port Douglas,7 days,2025-09-15,Pending
27538,32102,Interior Painting,1810.17,2024-09-10,Scottland,5 days,2025-06-29,Converted
27539,44795,Plumbing,4510.12,2023-11-05,Harrisborough,2 days,2024-09-23,Pending
27540,8598,Plumbing,1592.88,2023-12-13,Lake Gabrielamouth,6 days,2025-02-19,Pending
27541,29884,Electrical Work,2795.45,2023-10-29,Reynoldshaven,3 days,2024-09-24,Expired
27542,27970,Plumbing,1235.62,2023-10-16,Port Bridgetland,7 days,2025-02-16,Pending
27543,29716,Plumbing,2065.49,2024-08-04,South Gary,2 days,2024-10-18,Converted
27544,43136,Electrical Work,2894.88,2023-11-18,Port Megan,5 days,2025-07-15,Converted
27545,24661,Electrical Work,2538.28,2023-12-19,Daniellestad,6 days,2024-10-09,Converted
27546,35478,Electrical Work,2279.77,2024-03-18,Ayalatown,3 days,2024-12-19,Closed
27547,35342,Electrical Work,2797.08,2024-08-15,West Holly,4 days,2025-03-30,Pending
27548,21579,Interior Painting,3659.71,2024-03-16,Port Steven,3 days,2025-01-21,Pending
27549,46415,Electrical Work,1822.45,2023-12-23,Martinburgh,7 days,2025-03-01,Closed
27550,14763,Roof Repair,853.96,2024-09-09,Tammyfurt,2 days,2024-10-10,Closed
27551,39427,Plumbing,2335.09,2024-05-24,Angelaland,1 days,2025-05-04,Pending
27552,42065,HVAC Installation,3104.9,2024-05-31,Greerview,2 days,2025-06-09,Expired
27553,27078,Plumbing,978.35,2023-11-21,Shawmouth,7 days,2024-11-27,Closed
27554,44265,Interior Painting,3639.19,2024-08-01,Morenohaven,7 days,2024-12-02,Closed
27555,20198,Plumbing,3407.4,2024-04-22,Brockton,3 days,2024-11-05,Pending
27556,19462,HVAC Installation,2131.17,2024-03-01,Lake Sandybury,2 days,2025-01-11,Expired
27557,41094,Roof Repair,1176.39,2023-10-26,New Jonathanton,7 days,2025-06-23,Converted
27558,45904,Plumbing,3403.62,2023-11-21,New Karen,5 days,2025-09-05,Pending
27559,9294,Interior Painting,2226.52,2024-07-08,West Carolyn,4 days,2025-01-13,Converted
27560,43804,Plumbing,4705.71,2023-12-20,Daviston,1 days,2025-04-12,Pending
27561,49936,Interior Painting,2821.01,2024-02-12,Jenniferfurt,2 days,2025-01-05,Pending
27562,9387,HVAC Installation,1185.01,2024-02-27,North Jessicahaven,5 days,2024-11-16,Converted
27563,27518,Plumbing,3121.03,2023-10-03,Shannonmouth,2 days,2025-07-26,Expired
27564,38440,Interior Painting,3836.17,2024-01-12,Bakerfurt,3 days,2024-12-28,Closed
27565,704,Roof Repair,1340.2,2024-01-30,Port Kenneth,5 days,2025-07-25,Converted
27566,23331,Roof Repair,4090.8,2024-07-22,New Dawn,1 days,2025-05-04,Expired
27567,7420,Interior Painting,2494.21,2024-01-19,Lindsayville,3 days,2025-03-07,Converted
27568,20503,HVAC Installation,3903.38,2023-11-13,New Keith,4 days,2025-06-02,Pending
27569,26524,Roof Repair,892.65,2023-11-11,West Elizabeth,4 days,2024-09-24,Closed
27570,22375,HVAC Installation,3019.65,2024-05-07,Mcdonaldport,3 days,2024-10-15,Pending
27571,16252,Roof Repair,876.21,2023-10-14,Frederickhaven,5 days,2024-09-16,Pending
27572,36739,HVAC Installation,1960.73,2024-07-05,Brownmouth,4 days,2024-10-04,Converted
27573,26885,Electrical Work,2153.68,2023-11-04,Lake Isaiah,7 days,2025-03-08,Converted
27574,48024,Roof Repair,4680.54,2024-09-12,Christinaville,5 days,2025-04-17,Expired
27575,27332,Electrical Work,643.34,2024-07-29,Jonathonside,7 days,2024-10-06,Expired
27576,13959,Interior Painting,4007.36,2024-01-31,Lawsonton,2 days,2025-05-06,Pending
27577,3335,Electrical Work,1634.54,2024-06-05,East Courtneyborough,2 days,2024-10-27,Converted
27578,33401,Electrical Work,1181.84,2023-10-24,Maddoxtown,2 days,2024-12-21,Pending
27579,25976,HVAC Installation,3831.37,2024-08-06,South Robin,2 days,2025-03-18,Closed
27580,18877,Interior Painting,4817.98,2024-07-22,South Travis,7 days,2025-07-04,Pending
27581,41151,Interior Painting,3266.52,2024-06-16,Seantown,3 days,2025-04-11,Expired
27582,48397,HVAC Installation,1407.75,2024-05-22,South Sharon,4 days,2025-06-24,Expired
27583,14175,Interior Painting,2338.16,2024-02-13,Heidichester,5 days,2025-01-15,Expired
27584,16323,Plumbing,3579.38,2023-11-17,East Katrina,4 days,2024-10-05,Expired
27585,39011,Roof Repair,4374.48,2024-06-17,Johnsonchester,4 days,2024-09-30,Closed
27586,49403,Interior Painting,1639.37,2023-10-25,Lake Eric,6 days,2025-02-08,Pending
27587,27659,Electrical Work,508.77,2024-05-20,Brittanychester,6 days,2024-10-17,Expired
27588,30473,Roof Repair,764.12,2024-07-29,East Ruth,7 days,2025-07-12,Pending
27589,13735,Plumbing,2294.74,2024-02-02,East Erinfurt,7 days,2025-06-17,Pending
27590,13594,Roof Repair,3798.07,2024-02-28,West Kathrynview,2 days,2025-06-15,Expired
27591,3867,HVAC Installation,4875.36,2024-06-24,Christopherburgh,1 days,2025-07-01,Expired
27592,32971,Electrical Work,3789.88,2024-04-24,Tiffanyburgh,4 days,2025-05-28,Expired
27593,11602,Interior Painting,4323.25,2024-07-10,Katiemouth,3 days,2024-10-26,Pending
27594,1141,HVAC Installation,2361.39,2023-12-17,South Shelly,4 days,2025-04-15,Closed
27595,33461,HVAC Installation,2701.48,2024-04-24,West Jacob,6 days,2025-03-17,Pending
27596,9093,Roof Repair,1540.7,2024-07-15,East Anthonybury,4 days,2025-04-25,Closed
27597,40589,HVAC Installation,3661.71,2023-12-04,West Jessicaborough,2 days,2024-12-16,Pending
27598,28786,Electrical Work,3617.15,2024-06-07,Perezside,6 days,2025-05-13,Converted
27599,16909,Interior Painting,3532.94,2023-10-05,South Tony,5 days,2025-08-07,Pending
27600,4991,HVAC Installation,3598.86,2023-09-17,North Shelby,1 days,2024-12-26,Pending
27601,11745,Plumbing,3367.2,2024-08-01,East Joestad,6 days,2025-06-30,Expired
27602,43257,Interior Painting,4892.34,2024-02-19,Jenniferside,7 days,2025-04-25,Pending
27603,9331,Interior Painting,4228.42,2024-02-26,Christinaside,2 days,2025-08-31,Pending
27604,2551,Plumbing,2002.08,2023-12-12,Mckinneystad,6 days,2025-05-29,Expired
27605,24636,Electrical Work,1540.09,2024-02-17,New Lindsayberg,2 days,2024-12-22,Pending
27606,38331,Electrical Work,1696.11,2023-11-19,Arthurview,4 days,2024-12-05,Converted
27607,37855,HVAC Installation,4415.97,2023-09-30,Evansbury,4 days,2025-08-12,Closed
27608,27496,Plumbing,3826.06,2023-12-24,Stephaniehaven,2 days,2025-06-21,Converted
27609,45775,Electrical Work,4617.42,2024-07-30,Caitlintown,5 days,2025-06-13,Closed
27610,14535,Plumbing,1212.18,2024-08-04,North Jason,5 days,2025-04-23,Closed
27611,42747,Electrical Work,2226.08,2024-02-21,East Aliciaborough,3 days,2025-02-11,Expired
27612,3045,HVAC Installation,1608.1,2024-02-28,Lake Charles,6 days,2025-04-26,Pending
27613,49193,Interior Painting,2038.25,2023-11-19,South Kristen,1 days,2025-03-02,Closed
27614,39020,Roof Repair,4933.77,2024-05-19,Port Allison,6 days,2024-09-19,Expired
27615,37903,Roof Repair,4973.73,2023-10-26,Matthewfort,7 days,2025-04-05,Converted
27616,9455,Plumbing,2088.73,2024-03-29,West Dylan,2 days,2025-05-26,Expired
27617,39185,Electrical Work,2179.13,2023-10-29,West Joshua,7 days,2025-08-27,Expired
27618,45143,Electrical Work,3787.3,2023-12-11,Ramseyhaven,1 days,2025-06-29,Pending
27619,27765,Roof Repair,4516.04,2024-01-29,West Shirleyfort,2 days,2024-10-04,Converted
27620,24843,Roof Repair,1494.77,2024-09-08,Patriciamouth,2 days,2025-06-22,Pending
27621,28870,Plumbing,1473.21,2024-08-28,Kimberlyburgh,1 days,2025-07-31,Expired
27622,3031,Plumbing,4511.56,2024-01-21,East Codybury,1 days,2025-04-30,Converted
27623,2358,HVAC Installation,2036.11,2023-11-16,North Dawnstad,1 days,2025-08-21,Pending
27624,32432,HVAC Installation,4857.69,2023-11-13,Debbieside,3 days,2025-03-30,Closed
27625,15624,Roof Repair,3519.97,2024-08-15,Laurenberg,2 days,2024-10-02,Expired
27626,46201,Interior Painting,963.43,2024-09-03,East Ryanhaven,5 days,2025-02-01,Expired
27627,25280,Roof Repair,1891.93,2024-08-06,Mcleanville,5 days,2024-09-19,Expired
27628,16953,Roof Repair,719.02,2024-01-17,Dodsonland,3 days,2025-04-24,Expired
27629,743,Interior Painting,3637.73,2024-07-24,Fieldsbury,4 days,2024-10-14,Pending
27630,30907,Plumbing,4486.73,2024-06-21,Kennethland,4 days,2025-03-11,Converted
27631,28068,Roof Repair,2657.72,2024-04-13,New Julia,5 days,2025-09-01,Pending
27632,37909,Electrical Work,3479.03,2024-01-30,New Desireeland,5 days,2025-09-03,Expired
27633,27708,Plumbing,1099.31,2023-09-25,New Virginiamouth,1 days,2025-04-03,Expired
27634,41317,Roof Repair,4011.29,2024-04-16,Curtisfurt,2 days,2025-05-03,Converted
27635,43674,Interior Painting,4225.52,2024-02-28,Lindseyberg,6 days,2025-08-28,Expired
27636,24022,Roof Repair,3413.2,2024-03-15,Bookertown,6 days,2025-08-24,Converted
27637,28476,Interior Painting,1498.56,2023-12-30,Gonzalezview,3 days,2025-04-05,Pending
27638,47289,Plumbing,4842.61,2024-02-19,New Michaelside,6 days,2024-10-11,Expired
27639,19631,Electrical Work,2538.73,2023-10-25,East Tammy,7 days,2025-05-02,Expired
27640,21471,Electrical Work,4881.73,2023-09-26,South Tyler,6 days,2024-12-12,Converted
27641,29526,Plumbing,1600.21,2023-11-26,South Samantha,7 days,2025-08-07,Converted
27642,510,HVAC Installation,1948.56,2024-09-05,Martinezberg,3 days,2024-11-28,Converted
27643,28852,Electrical Work,1031.15,2024-05-27,New Andrewshire,7 days,2024-12-29,Expired
27644,38747,HVAC Installation,4175.55,2023-09-28,North Christopher,2 days,2024-10-21,Expired
27645,28276,HVAC Installation,1495.37,2024-01-04,Lopezmouth,1 days,2025-03-19,Closed
27646,18148,Interior Painting,2815.17,2024-04-05,South Hector,2 days,2024-12-03,Expired
27647,47574,Roof Repair,547.5,2024-03-20,Port Kristin,5 days,2025-02-23,Expired
27648,4567,Interior Painting,2733.07,2023-10-23,Harperport,3 days,2025-02-06,Closed
27649,6799,Plumbing,2803.54,2024-03-27,Josephport,7 days,2024-11-21,Expired
27650,14517,Interior Painting,3457.33,2024-09-05,North Heatherland,6 days,2025-01-08,Converted
27651,3888,HVAC Installation,2919.47,2024-07-15,Linborough,2 days,2025-06-09,Expired
27652,14813,Interior Painting,4113.85,2023-09-22,New Michaelview,6 days,2025-01-09,Pending
27653,29791,Interior Painting,3999.5,2024-04-27,Kathleenton,6 days,2024-12-05,Closed
27654,11662,Interior Painting,4128.54,2023-11-15,East Thomas,4 days,2025-04-14,Converted
27655,29222,Electrical Work,1179.95,2024-01-24,New Hollymouth,4 days,2025-07-31,Pending
27656,6859,Roof Repair,4296.86,2023-11-30,East Erin,4 days,2025-07-11,Converted
27657,43947,Electrical Work,3783.26,2023-10-11,North Austinstad,2 days,2024-10-17,Converted
27658,27084,Electrical Work,4474.34,2023-09-23,North Josephborough,6 days,2024-12-21,Expired
27659,34873,HVAC Installation,1288.66,2023-12-22,West Conniebury,6 days,2025-04-19,Pending
27660,32893,Interior Painting,1537.71,2024-05-06,Jacksonburgh,6 days,2024-11-22,Expired
27661,24704,Roof Repair,665.94,2024-08-12,Strongton,4 days,2025-07-14,Expired
27662,16667,Electrical Work,3530.73,2024-05-16,Lake Karaburgh,5 days,2025-05-22,Expired
27663,32741,Interior Painting,766.42,2024-07-16,Vanessabury,4 days,2024-11-21,Expired
27664,42668,HVAC Installation,513.84,2024-01-11,Michaelmouth,1 days,2025-03-28,Converted
27665,34099,Plumbing,3149.98,2024-05-20,Allisonland,4 days,2024-11-07,Converted
27666,26743,HVAC Installation,1066.05,2024-06-29,South Michaelmouth,4 days,2025-05-31,Converted
27667,24203,Roof Repair,886.03,2024-07-06,Jamesborough,5 days,2025-04-30,Pending
27668,34990,HVAC Installation,3349.77,2024-09-09,Sandovalport,6 days,2024-09-16,Converted
27669,48290,Interior Painting,3682.39,2024-06-10,Maxwellbury,3 days,2025-05-28,Closed
27670,11939,Plumbing,2977.8,2024-07-27,Cervantesbury,4 days,2024-12-26,Expired
27671,30905,Interior Painting,3713.18,2024-04-12,Port Stacey,3 days,2025-07-29,Pending
27672,14756,Roof Repair,2593.71,2024-06-02,Murphyfort,7 days,2024-10-25,Closed
27673,2302,Interior Painting,2718.31,2024-07-28,Elizabethstad,7 days,2024-12-19,Expired
27674,40635,Interior Painting,1145.91,2023-12-06,South Tabithafurt,5 days,2025-01-28,Closed
27675,19788,Interior Painting,3061.64,2024-05-04,Theresaton,6 days,2025-05-20,Pending
27676,48704,Interior Painting,607.21,2023-11-23,Cindyport,7 days,2025-04-11,Expired
27677,2845,Electrical Work,2547.89,2024-04-02,Lake Nicoleland,3 days,2025-01-28,Expired
27678,27168,HVAC Installation,4615.89,2023-10-08,Gregoryhaven,5 days,2024-10-03,Expired
27679,8684,HVAC Installation,1674.05,2023-11-28,Morrowstad,1 days,2025-05-31,Expired
27680,21243,HVAC Installation,1284.92,2024-07-15,Lake Michaeltown,6 days,2024-09-19,Closed
27681,29145,Roof Repair,3083.16,2024-04-28,Riosmouth,6 days,2025-09-15,Converted
27682,17200,Electrical Work,1976.06,2023-12-13,Harrisport,6 days,2025-05-30,Converted
27683,37860,Roof Repair,4512.26,2023-11-06,Scottberg,3 days,2025-04-07,Expired
27684,399,Electrical Work,1561.9,2024-06-18,South Janet,7 days,2025-07-12,Converted
27685,47591,HVAC Installation,3326.27,2023-10-27,West Allen,4 days,2024-10-30,Closed
27686,14343,Interior Painting,3899.26,2024-02-07,Lake Williamhaven,3 days,2025-05-30,Closed
27687,1756,HVAC Installation,2947.77,2024-05-16,North Gina,5 days,2024-12-18,Closed
27688,45901,Plumbing,1409.5,2024-05-01,Snyderbury,2 days,2025-02-07,Pending
27689,26811,Interior Painting,1692.52,2023-12-20,Rossville,5 days,2025-05-08,Pending
27690,9733,Roof Repair,3161.28,2024-05-27,South Nicholas,1 days,2024-10-05,Closed
27691,24617,Plumbing,3956.54,2023-10-26,Lake Luis,3 days,2025-01-20,Closed
27692,47262,Roof Repair,648.82,2023-12-20,West Renee,7 days,2024-11-11,Converted
27693,49169,HVAC Installation,2795.33,2024-01-10,South Tamara,2 days,2024-12-18,Converted
27694,9146,Plumbing,3090.69,2024-09-06,Breannashire,1 days,2024-11-14,Pending
27695,4272,Roof Repair,1323.01,2024-08-30,Schneiderstad,6 days,2025-02-10,Closed
27696,15693,Interior Painting,1257.68,2024-09-10,Lake Jessica,5 days,2025-04-27,Converted
27697,41276,HVAC Installation,4175.83,2023-11-05,Bowmanfurt,3 days,2024-10-03,Converted
27698,13892,Electrical Work,4888.8,2023-12-14,South Michelle,7 days,2025-04-10,Pending
27699,39546,HVAC Installation,1220.74,2023-10-12,Lake Jason,2 days,2025-01-13,Closed
27700,21025,HVAC Installation,3446.21,2024-08-19,South Nicholasmouth,4 days,2025-01-11,Pending
27701,26743,HVAC Installation,1067.31,2023-12-05,Robertbury,2 days,2024-10-17,Closed
27702,38221,Electrical Work,1122.53,2024-05-07,South Laura,4 days,2024-12-23,Converted
27703,13273,Roof Repair,3419.84,2023-11-02,Port Mark,4 days,2024-12-26,Expired
27704,3962,HVAC Installation,4079.68,2024-09-11,Collinsstad,3 days,2025-05-28,Expired
27705,3902,Electrical Work,3192.07,2024-04-23,Millerfort,3 days,2024-12-30,Expired
27706,9544,Electrical Work,3324.56,2024-01-08,Yodertown,7 days,2025-01-06,Converted
27707,2065,Interior Painting,2369.18,2024-07-09,East Staceybury,6 days,2025-04-03,Pending
27708,10213,Electrical Work,2465.14,2024-06-08,Andersonchester,4 days,2025-07-13,Converted
27709,47185,Plumbing,4949.6,2023-10-26,North Erica,1 days,2025-06-29,Expired
27710,48661,Roof Repair,4461.08,2024-03-30,West Brandonland,2 days,2025-07-13,Closed
27711,45729,Electrical Work,2604.76,2023-11-20,Nelsonshire,6 days,2025-05-31,Expired
27712,38230,Roof Repair,2376.82,2024-02-20,East Robertberg,1 days,2025-01-20,Pending
27713,36504,Roof Repair,4114.25,2024-06-18,Duaneburgh,2 days,2025-07-15,Expired
27714,11567,Interior Painting,961.16,2024-05-15,Fishershire,6 days,2025-02-20,Expired
27715,35908,Roof Repair,4020.51,2024-06-24,South Lindsey,1 days,2024-10-24,Pending
27716,40384,HVAC Installation,3177.35,2024-07-12,North David,5 days,2025-02-04,Expired
27717,28867,Interior Painting,3036.0,2024-06-01,Clarkport,5 days,2025-07-11,Expired
27718,3146,Electrical Work,2660.54,2024-07-01,Boonebury,4 days,2025-03-06,Pending
27719,48887,Roof Repair,3939.54,2023-12-29,Brettland,5 days,2024-09-18,Pending
27720,21016,Electrical Work,2760.93,2024-02-25,Lake Richard,7 days,2025-07-07,Closed
27721,11912,Plumbing,2920.94,2024-06-25,Cooperfort,1 days,2025-08-26,Converted
27722,30131,Plumbing,3530.11,2023-09-18,Martinville,2 days,2025-06-02,Converted
27723,26281,Electrical Work,989.66,2024-01-05,North Matthewhaven,4 days,2025-08-11,Converted
27724,34661,Electrical Work,3918.25,2024-05-09,Susanside,5 days,2025-03-25,Expired
27725,29346,Roof Repair,1978.07,2024-09-01,Port Lisaview,6 days,2025-05-12,Expired
27726,1677,Roof Repair,674.32,2024-01-06,Pearsonchester,4 days,2024-09-24,Closed
27727,8277,HVAC Installation,1462.53,2023-10-31,East Stephanie,2 days,2025-05-10,Closed
27728,133,Interior Painting,2479.78,2024-04-13,Morriston,6 days,2024-09-23,Expired
27729,8,Plumbing,4633.92,2024-06-19,Brittanyshire,4 days,2024-10-16,Closed
27730,3391,Roof Repair,1788.63,2024-05-28,Stephanieville,5 days,2025-03-13,Closed
27731,218,Interior Painting,3066.16,2024-03-16,Travisport,1 days,2024-09-21,Closed
27732,7065,Interior Painting,1637.15,2024-04-10,North Brookeland,3 days,2025-02-15,Closed
27733,17825,Electrical Work,3663.6,2023-12-27,Johnsonmouth,5 days,2025-02-15,Closed
27734,44687,Interior Painting,4984.06,2024-07-17,Friedmanmouth,6 days,2025-07-22,Converted
27735,31125,Electrical Work,4812.34,2024-02-13,North Marieborough,6 days,2025-06-19,Expired
27736,24461,Plumbing,4957.37,2024-01-12,Lake Lydiachester,3 days,2024-11-07,Converted
27737,41845,Roof Repair,1111.71,2024-08-19,Toddberg,2 days,2025-01-05,Pending
27738,30467,Plumbing,3460.63,2023-10-05,East Melanie,2 days,2024-10-23,Closed
27739,46317,Roof Repair,936.6,2023-12-30,Samanthatown,6 days,2025-01-17,Pending
27740,36568,Roof Repair,1360.16,2024-04-23,West Franciscofurt,4 days,2025-08-23,Expired
27741,31071,Roof Repair,4309.62,2024-01-06,Carmenville,4 days,2025-04-26,Converted
27742,22087,Roof Repair,1066.08,2024-07-23,Jamesside,1 days,2025-06-12,Pending
27743,22156,Interior Painting,3607.39,2024-05-09,New Anthonyville,6 days,2024-12-05,Closed
27744,6368,Roof Repair,4193.36,2023-10-26,Lake Ryan,2 days,2025-05-30,Pending
27745,26619,Electrical Work,2159.45,2024-06-14,West Susanbury,3 days,2025-01-13,Pending
27746,10416,Interior Painting,1315.07,2024-06-01,Jessicaburgh,6 days,2024-12-10,Pending
27747,21164,Roof Repair,1452.79,2023-11-24,North Candice,5 days,2024-10-24,Expired
27748,38598,Roof Repair,669.47,2023-11-15,South Erica,5 days,2025-05-05,Expired
27749,19970,Plumbing,843.49,2024-03-07,Lake Debra,5 days,2024-10-15,Expired
27750,32739,Electrical Work,4335.52,2023-12-28,Horneland,5 days,2025-04-28,Expired
27751,5702,Plumbing,1084.14,2023-10-01,Nicholstown,2 days,2025-03-03,Pending
27752,49683,Roof Repair,3250.23,2024-05-28,South Elizabeth,6 days,2025-08-18,Expired
27753,41992,Electrical Work,1504.85,2023-09-16,Deckermouth,2 days,2025-04-21,Closed
27754,36348,Roof Repair,1001.83,2024-03-02,Frenchfort,7 days,2024-10-23,Closed
27755,40139,Electrical Work,4366.67,2024-01-06,Cynthiamouth,3 days,2025-07-26,Converted
27756,32432,Roof Repair,3712.92,2024-02-13,Amyshire,6 days,2025-07-26,Converted
27757,25902,Electrical Work,3094.76,2024-06-05,Port Kaitlynstad,5 days,2025-07-12,Closed
27758,34116,Electrical Work,2532.29,2023-12-18,Port Samuelborough,4 days,2025-05-16,Closed
27759,21722,Plumbing,3590.24,2023-12-30,Johnside,4 days,2025-01-21,Expired
27760,30869,HVAC Installation,4668.86,2023-11-07,Port Robertside,6 days,2025-09-04,Expired
27761,22075,HVAC Installation,1773.28,2023-12-28,Johnfurt,5 days,2025-09-05,Closed
27762,6242,Electrical Work,3356.87,2024-03-12,New Marilyn,3 days,2025-04-26,Pending
27763,13562,Electrical Work,3908.57,2023-10-12,Lake Timothy,2 days,2024-10-26,Pending
27764,27589,Plumbing,3273.38,2024-02-15,Jasonshire,1 days,2024-11-04,Closed
27765,49762,HVAC Installation,3814.8,2024-01-28,Stevenville,7 days,2025-04-24,Converted
27766,27847,HVAC Installation,2856.22,2024-07-24,South Zachary,1 days,2024-10-01,Pending
27767,13730,Roof Repair,3107.34,2024-06-13,Clayberg,1 days,2025-01-08,Pending
27768,35523,Roof Repair,1515.68,2024-05-01,Sonyaland,6 days,2025-04-12,Closed
27769,35954,Electrical Work,4660.58,2023-12-22,Sandraberg,1 days,2024-12-14,Closed
27770,26385,Roof Repair,2114.5,2024-07-21,New Deborahtown,7 days,2025-05-09,Expired
27771,31351,Roof Repair,1920.31,2024-08-22,Georgeland,5 days,2024-10-20,Expired
27772,19696,Roof Repair,4385.15,2023-12-05,Vanessaburgh,2 days,2024-11-16,Closed
27773,31953,Roof Repair,4396.32,2024-02-20,Mullinsview,1 days,2025-08-18,Closed
27774,6694,Interior Painting,3225.01,2023-11-12,Jenniferborough,4 days,2025-02-20,Expired
27775,24026,Electrical Work,3083.86,2023-12-27,East Robin,6 days,2025-04-06,Expired
27776,41907,Roof Repair,4830.87,2024-02-19,West Michelle,3 days,2024-11-11,Pending
27777,20896,Plumbing,3152.14,2024-02-05,Port Desiree,7 days,2024-09-30,Pending
27778,11916,Plumbing,4868.63,2024-01-19,Anthonyborough,3 days,2025-02-08,Closed
27779,3049,Roof Repair,2439.78,2024-03-01,Ethanberg,5 days,2024-10-28,Expired
27780,4540,HVAC Installation,1737.17,2024-05-14,Tomton,3 days,2025-04-14,Converted
27781,45254,Electrical Work,1825.68,2023-12-21,Port Katie,7 days,2025-04-19,Pending
27782,6938,Roof Repair,4055.56,2023-11-08,South Scottland,7 days,2025-03-19,Expired
27783,11313,Plumbing,4452.17,2023-11-01,Hensleyland,1 days,2024-12-12,Closed
27784,23952,Plumbing,3572.37,2023-11-22,South Christina,2 days,2025-05-31,Closed
27785,35653,Plumbing,4372.16,2024-06-07,New Christopherborough,1 days,2024-11-21,Pending
27786,49713,HVAC Installation,2783.9,2023-12-15,Moralesport,5 days,2024-11-11,Closed
27787,20740,Interior Painting,4344.36,2024-08-29,New Jacob,5 days,2025-01-31,Converted
27788,6170,Interior Painting,2998.34,2024-06-06,Jasminefort,1 days,2025-06-02,Pending
27789,37924,HVAC Installation,2037.42,2023-11-19,Kaitlynview,2 days,2025-07-29,Pending
27790,35277,Interior Painting,564.21,2024-02-06,Millerfurt,6 days,2025-07-06,Expired
27791,48186,Roof Repair,3640.74,2024-04-12,Hodgeburgh,7 days,2025-01-18,Expired
