Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards,Inspection ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status,Quote ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status,Has Alarms,Has Sprinklers,Has Extinguishers
20416,"51004 Shawn Alley Apt. 713
East Lisa, NH 62395",7359,33,Commercial,3,Good,Brick,"Alarms, Sprinklers","Ramps, None, Wide Doorways, Elevator",Degree idea.,Office,Occupied,None,17167.0,2024-07-22,Passed with minor issues,Goal artist dog whom court weight black.,Non-compliant,7952.0,Roof Repair,4006.3,2024-07-10,New Kimberly,3 days,2024-10-15,Converted,1,1,0
20416,"51004 Shawn Alley Apt. 713
East Lisa, NH 62395",7359,33,Commercial,3,Good,Brick,"Alarms, Sprinklers","Ramps, None, Wide Doorways, Elevator",Degree idea.,Office,Occupied,None,17167.0,2024-07-22,Passed with minor issues,Goal artist dog whom court weight black.,Non-compliant,9188.0,Interior Painting,2505.62,2024-05-15,Cherylborough,7 days,2024-10-25,Pending,1,1,0
20416,"51004 Shawn Alley Apt. 713
East Lisa, NH 62395",7359,33,Commercial,3,Good,Brick,"Alarms, Sprinklers","Ramps, None, Wide Doorways, Elevator",Degree idea.,Office,Occupied,None,17916.0,2022-03-02,Failed,Crime style hope drug.,Non-compliant,7952.0,Roof Repair,4006.3,2024-07-10,New Kimberly,3 days,2024-10-15,Converted,1,1,0
20416,"51004 Shawn Alley Apt. 713
East Lisa, NH 62395",7359,33,Commercial,3,Good,Brick,"Alarms, Sprinklers","Ramps, None, Wide Doorways, Elevator",Degree idea.,Office,Occupied,None,17916.0,2022-03-02,Failed,Crime style hope drug.,Non-compliant,9188.0,Interior Painting,2505.62,2024-05-15,Cherylborough,7 days,2024-10-25,Pending,1,1,0
20416,"51004 Shawn Alley Apt. 713
East Lisa, NH 62395",7359,33,Commercial,3,Good,Brick,"Alarms, Sprinklers","Ramps, None, Wide Doorways, Elevator",Degree idea.,Office,Occupied,None,18451.0,2023-07-09,Passed,Top detail ground price administration likely social response.,Compliant,7952.0,Roof Repair,4006.3,2024-07-10,New Kimberly,3 days,2024-10-15,Converted,1,1,0
20416,"51004 Shawn Alley Apt. 713
East Lisa, NH 62395",7359,33,Commercial,3,Good,Brick,"Alarms, Sprinklers","Ramps, None, Wide Doorways, Elevator",Degree idea.,Office,Occupied,None,18451.0,2023-07-09,Passed,Top detail ground price administration likely social response.,Compliant,9188.0,Interior Painting,2505.62,2024-05-15,Cherylborough,7 days,2024-10-25,Pending,1,1,0
20419,"1176 Kristen Islands
Brownchester, MD 06233",4261,99,Commercial,6,Fair,Steel,Extinguishers,"None, Ramps",None,Residential,Vacant,Asbestos,20964.0,2024-05-28,Failed,There much movie court.,Non-compliant,12562.0,Electrical Work,608.34,2024-05-03,East Cathychester,1 days,2025-02-07,Closed,0,0,1
20419,"1176 Kristen Islands
Brownchester, MD 06233",4261,99,Commercial,6,Fair,Steel,Extinguishers,"None, Ramps",None,Residential,Vacant,Asbestos,20964.0,2024-05-28,Failed,There much movie court.,Non-compliant,27526.0,Interior Painting,3526.86,2024-07-22,Ashleyport,4 days,2025-04-11,Converted,0,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,5238.0,2021-11-02,Failed,Fear little stock nearly kind maybe argue.,Non-compliant,12955.0,HVAC Installation,2575.85,2023-10-18,Port Christopherhaven,7 days,2025-01-21,Expired,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,5238.0,2021-11-02,Failed,Fear little stock nearly kind maybe argue.,Non-compliant,42940.0,HVAC Installation,3655.6,2024-07-26,New Andrewtown,2 days,2025-04-21,Pending,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,22502.0,2022-09-24,Passed,Act partner bill soldier heart enter.,Compliant,12955.0,HVAC Installation,2575.85,2023-10-18,Port Christopherhaven,7 days,2025-01-21,Expired,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,22502.0,2022-09-24,Passed,Act partner bill soldier heart enter.,Compliant,42940.0,HVAC Installation,3655.6,2024-07-26,New Andrewtown,2 days,2025-04-21,Pending,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,30089.0,2021-10-18,Passed,She seat effect job.,Compliant,12955.0,HVAC Installation,2575.85,2023-10-18,Port Christopherhaven,7 days,2025-01-21,Expired,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,30089.0,2021-10-18,Passed,She seat effect job.,Compliant,42940.0,HVAC Installation,3655.6,2024-07-26,New Andrewtown,2 days,2025-04-21,Pending,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,34971.0,2024-05-24,Failed,Station guy property paper attention which.,Non-compliant,12955.0,HVAC Installation,2575.85,2023-10-18,Port Christopherhaven,7 days,2025-01-21,Expired,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,34971.0,2024-05-24,Failed,Station guy property paper attention which.,Non-compliant,42940.0,HVAC Installation,3655.6,2024-07-26,New Andrewtown,2 days,2025-04-21,Pending,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,36567.0,2024-06-30,Failed,None,Compliant,12955.0,HVAC Installation,2575.85,2023-10-18,Port Christopherhaven,7 days,2025-01-21,Expired,1,0,1
20421,"564 Moore Pike
Benjaminport, NC 41547",7680,54,Commercial,7,Poor,Concrete,"Alarms, Extinguishers",Ramps,None,Retail,Vacant,None,36567.0,2024-06-30,Failed,None,Compliant,42940.0,HVAC Installation,3655.6,2024-07-26,New Andrewtown,2 days,2025-04-21,Pending,1,0,1
20426,"29417 Stafford Parks
Jamesborough, HI 82164",7522,27,Industrial,3,Good,Wood,"Sprinklers, Extinguishers",Wide Doorways,None,Warehouse,Occupied,Lead Paint,48184.0,2024-09-06,Passed,None,Non-compliant,27795.0,Electrical Work,3340.83,2024-06-10,Whitefort,5 days,2025-03-02,Converted,0,1,1
20428,"8996 Morales Lake
Davidtown, MT 53256",1346,19,Commercial,4,Excellent,Brick,"Sprinklers, Extinguishers","Wide Doorways, None, Elevator",None,Warehouse,Vacant,None,10988.0,2023-06-10,Failed,None,Non-compliant,28890.0,HVAC Installation,867.85,2024-07-31,Turnerview,3 days,2024-10-06,Converted,0,1,1
20430,"932 Riddle Park
Lake Ryanfurt, IL 11732",5694,85,Residential,7,Excellent,Brick,"Alarms, Sprinklers, Extinguishers","Ramps, None, Wide Doorways",Effect risk hair.,Retail,Vacant,None,19248.0,2021-11-09,Passed,None,Non-compliant,22968.0,Roof Repair,1681.41,2024-03-22,South Ashleyburgh,6 days,2025-08-29,Converted,1,1,1
20432,"03579 Matthew Brooks
Hamiltonmouth, OR 96344",3754,85,Commercial,7,Excellent,Brick,"Extinguishers, Sprinklers, Alarms","Wide Doorways, Ramps, Elevator",Draw leave theory though.,Warehouse,Occupied,None,5416.0,2022-03-17,Failed,None,Non-compliant,36812.0,Interior Painting,1930.82,2024-04-19,North Jessicahaven,7 days,2025-01-11,Closed,1,1,1
20433,"810 Gibbs Prairie Suite 616
Patelside, NC 18138",6760,91,Commercial,2,Poor,Brick,"Extinguishers, Sprinklers","Elevator, Wide Doorways",None,Retail,Occupied,None,2536.0,2022-07-09,Failed,None,Compliant,1202.0,Electrical Work,3910.75,2023-09-24,Angelabury,4 days,2025-06-16,Closed,0,1,1
20433,"810 Gibbs Prairie Suite 616
Patelside, NC 18138",6760,91,Commercial,2,Poor,Brick,"Extinguishers, Sprinklers","Elevator, Wide Doorways",None,Retail,Occupied,None,18866.0,2024-02-23,Passed with minor issues,View far police perform we for various.,Compliant,1202.0,Electrical Work,3910.75,2023-09-24,Angelabury,4 days,2025-06-16,Closed,0,1,1
20438,"702 Ball Field
North Andrewfort, AR 07481",1465,44,Commercial,1,Poor,Wood,Alarms,"Elevator, None",None,Warehouse,Vacant,Lead Paint,27571.0,2021-12-01,Failed,Point by space once someone.,Compliant,32970.0,Plumbing,503.9,2023-12-14,New Kevinport,2 days,2024-10-04,Expired,1,0,0
20438,"702 Ball Field
North Andrewfort, AR 07481",1465,44,Commercial,1,Poor,Wood,Alarms,"Elevator, None",None,Warehouse,Vacant,Lead Paint,41259.0,2022-07-13,Failed,None,Compliant,32970.0,Plumbing,503.9,2023-12-14,New Kevinport,2 days,2024-10-04,Expired,1,0,0
20439,"Unit 0901 Box 0620
DPO AE 94123",5634,63,Residential,4,Fair,Concrete,"Extinguishers, Sprinklers",Wide Doorways,None,Retail,Vacant,None,40492.0,2023-02-28,Passed,None,Compliant,21888.0,Roof Repair,2623.72,2023-12-21,Kevinville,6 days,2025-02-10,Closed,0,1,1
20442,"23250 Eric Villages
Ramirezport, KY 81557",5668,94,Residential,5,Fair,Wood,"Alarms, Extinguishers, Sprinklers",Wide Doorways,Situation billion history.,Residential,Vacant,Mold,14770.0,2023-01-08,Passed,Blue anything write after among.,Non-compliant,15060.0,Roof Repair,1062.59,2024-01-08,Mirandamouth,2 days,2025-02-08,Expired,1,1,1
20442,"23250 Eric Villages
Ramirezport, KY 81557",5668,94,Residential,5,Fair,Wood,"Alarms, Extinguishers, Sprinklers",Wide Doorways,Situation billion history.,Residential,Vacant,Mold,14770.0,2023-01-08,Passed,Blue anything write after among.,Non-compliant,40705.0,HVAC Installation,925.74,2024-08-03,West David,5 days,2025-02-16,Expired,1,1,1
20443,"60587 Derek Locks Apt. 588
South David, SD 87373",9044,69,Commercial,5,Excellent,Brick,Sprinklers,Wide Doorways,Hope get.,Warehouse,Occupied,Asbestos,20812.0,2024-06-16,Passed with minor issues,None,Non-compliant,12559.0,Plumbing,4350.23,2024-04-13,Lake Deanna,2 days,2025-08-06,Pending,0,1,0
20446,"558 Olivia Fork
New Joshuaburgh, CT 18519",8740,11,Residential,7,Good,Steel,Sprinklers,None,None,Residential,Vacant,None,2955.0,2024-09-07,Passed,None,Compliant,23144.0,Interior Painting,2337.99,2024-02-25,Collinburgh,1 days,2025-03-26,Closed,0,1,0
20446,"558 Olivia Fork
New Joshuaburgh, CT 18519",8740,11,Residential,7,Good,Steel,Sprinklers,None,None,Residential,Vacant,None,2955.0,2024-09-07,Passed,None,Compliant,42047.0,Electrical Work,547.22,2024-04-15,New Allison,2 days,2025-04-30,Expired,0,1,0
20447,"289 Stephanie Parks Suite 406
Ericberg, CO 90232",4954,21,Residential,8,Fair,Wood,"Extinguishers, Alarms","Wide Doorways, None",However tree upon their.,Office,Vacant,None,7963.0,2024-01-19,Failed,Office compare certainly usually before.,Non-compliant,16206.0,Roof Repair,2138.87,2024-04-23,West Tinaview,2 days,2025-03-23,Closed,1,0,1
20451,"18042 Hoffman Rue Suite 030
East Matthew, WY 20054",5614,18,Industrial,4,Excellent,Brick,"Sprinklers, Alarms",Ramps,None,Residential,Vacant,None,4452.0,2022-05-09,Failed,None,Non-compliant,4296.0,Plumbing,3425.09,2023-10-13,New Kelseyside,6 days,2025-08-18,Converted,1,1,0
20451,"18042 Hoffman Rue Suite 030
East Matthew, WY 20054",5614,18,Industrial,4,Excellent,Brick,"Sprinklers, Alarms",Ramps,None,Residential,Vacant,None,4452.0,2022-05-09,Failed,None,Non-compliant,28106.0,Electrical Work,3841.82,2024-01-29,Schultzmouth,3 days,2025-03-03,Expired,1,1,0
20451,"18042 Hoffman Rue Suite 030
East Matthew, WY 20054",5614,18,Industrial,4,Excellent,Brick,"Sprinklers, Alarms",Ramps,None,Residential,Vacant,None,31545.0,2023-03-15,Passed,Response stay court possible.,Non-compliant,4296.0,Plumbing,3425.09,2023-10-13,New Kelseyside,6 days,2025-08-18,Converted,1,1,0
20451,"18042 Hoffman Rue Suite 030
East Matthew, WY 20054",5614,18,Industrial,4,Excellent,Brick,"Sprinklers, Alarms",Ramps,None,Residential,Vacant,None,31545.0,2023-03-15,Passed,Response stay court possible.,Non-compliant,28106.0,Electrical Work,3841.82,2024-01-29,Schultzmouth,3 days,2025-03-03,Expired,1,1,0
20453,"PSC 7081, Box 9246
APO AA 77328",5506,58,Commercial,9,Fair,Steel,"Alarms, Extinguishers, Sprinklers",Elevator,None,Residential,Occupied,None,28352.0,2021-12-31,Passed,Tonight physical even quickly avoid son recently.,Compliant,35414.0,Roof Repair,2377.0,2024-06-13,Robertfort,1 days,2025-02-13,Expired,1,1,1
20456,"34823 Cheryl Overpass Apt. 852
East Sean, DC 74241",4198,89,Residential,4,Fair,Concrete,Sprinklers,Ramps,None,Warehouse,Vacant,Asbestos,16796.0,2022-07-22,Failed,None,Compliant,34067.0,Plumbing,1752.83,2024-07-23,Hunterfurt,2 days,2025-01-25,Converted,0,1,0
20456,"34823 Cheryl Overpass Apt. 852
East Sean, DC 74241",4198,89,Residential,4,Fair,Concrete,Sprinklers,Ramps,None,Warehouse,Vacant,Asbestos,16796.0,2022-07-22,Failed,None,Compliant,45469.0,Electrical Work,1412.1,2024-01-14,Lake Laurenborough,3 days,2025-05-02,Expired,0,1,0
20457,"187 Jensen Overpass Apt. 397
Cameronfurt, SD 12775",9495,74,Industrial,3,Excellent,Steel,"Extinguishers, Sprinklers","Ramps, None, Elevator, Wide Doorways",Month bill.,Warehouse,Occupied,Lead Paint,37383.0,2023-05-11,Failed,Recognize character real tell.,Non-compliant,48920.0,Roof Repair,3662.82,2024-04-10,East Ashley,5 days,2024-09-26,Closed,0,1,1
20462,"7573 Nicole Plaza Suite 395
West Norma, OK 56003",6831,37,Commercial,1,Poor,Wood,"Extinguishers, Sprinklers, Alarms","Wide Doorways, None, Elevator",None,Office,Vacant,None,13181.0,2021-10-10,Failed,None,Non-compliant,39772.0,HVAC Installation,849.03,2023-11-08,Kennethside,5 days,2025-04-04,Closed,1,1,1
20462,"7573 Nicole Plaza Suite 395
West Norma, OK 56003",6831,37,Commercial,1,Poor,Wood,"Extinguishers, Sprinklers, Alarms","Wide Doorways, None, Elevator",None,Office,Vacant,None,46353.0,2022-02-22,Passed with minor issues,Deep unit trial growth condition sense.,Non-compliant,39772.0,HVAC Installation,849.03,2023-11-08,Kennethside,5 days,2025-04-04,Closed,1,1,1
20463,"0216 Melissa Stream Apt. 270
Cruzmouth, KS 55316",2029,92,Residential,3,Poor,Brick,"Extinguishers, Alarms",Wide Doorways,International movie good.,Warehouse,Occupied,None,4730.0,2022-05-20,Passed with minor issues,None,Non-compliant,9946.0,Plumbing,587.96,2024-03-01,South Martinstad,1 days,2025-02-23,Expired,1,0,1
20463,"0216 Melissa Stream Apt. 270
Cruzmouth, KS 55316",2029,92,Residential,3,Poor,Brick,"Extinguishers, Alarms",Wide Doorways,International movie good.,Warehouse,Occupied,None,4730.0,2022-05-20,Passed with minor issues,None,Non-compliant,11292.0,HVAC Installation,1884.18,2023-11-10,Ashleymouth,6 days,2025-09-07,Pending,1,0,1
20463,"0216 Melissa Stream Apt. 270
Cruzmouth, KS 55316",2029,92,Residential,3,Poor,Brick,"Extinguishers, Alarms",Wide Doorways,International movie good.,Warehouse,Occupied,None,14005.0,2024-06-10,Passed with minor issues,Century those ask.,Compliant,9946.0,Plumbing,587.96,2024-03-01,South Martinstad,1 days,2025-02-23,Expired,1,0,1
20463,"0216 Melissa Stream Apt. 270
Cruzmouth, KS 55316",2029,92,Residential,3,Poor,Brick,"Extinguishers, Alarms",Wide Doorways,International movie good.,Warehouse,Occupied,None,14005.0,2024-06-10,Passed with minor issues,Century those ask.,Compliant,11292.0,HVAC Installation,1884.18,2023-11-10,Ashleymouth,6 days,2025-09-07,Pending,1,0,1
20466,"129 Russo Square Apt. 537
Brentland, MI 38379",7799,3,Residential,3,Good,Steel,"Extinguishers, Sprinklers, Alarms",Wide Doorways,Issue husband defense.,Warehouse,Vacant,None,37350.0,2024-07-27,Passed with minor issues,None,Non-compliant,40036.0,Roof Repair,2421.38,2024-02-29,North Patriciaport,2 days,2025-08-15,Pending,1,1,1
20467,"897 Amy Junction Apt. 322
Youngview, OK 22462",4178,24,Residential,4,Fair,Wood,Alarms,"None, Wide Doorways, Elevator, Ramps",Thank east again.,Office,Occupied,Mold,6674.0,2022-09-22,Passed with minor issues,Carry message draw meeting together.,Compliant,3173.0,Plumbing,2795.68,2023-11-25,Port Coreyfort,5 days,2025-07-28,Closed,1,0,0
20467,"897 Amy Junction Apt. 322
Youngview, OK 22462",4178,24,Residential,4,Fair,Wood,Alarms,"None, Wide Doorways, Elevator, Ramps",Thank east again.,Office,Occupied,Mold,40572.0,2022-12-25,Failed,Budget upon serious available.,Non-compliant,3173.0,Plumbing,2795.68,2023-11-25,Port Coreyfort,5 days,2025-07-28,Closed,1,0,0
20471,"803 Laurie Parks Apt. 816
Craigberg, HI 37102",8001,75,Industrial,7,Good,Brick,"Extinguishers, Alarms","Ramps, Wide Doorways",Do although.,Office,Occupied,None,46215.0,2022-05-24,Passed,None,Compliant,3135.0,Interior Painting,1557.45,2023-10-30,Lake Kaylaburgh,6 days,2025-05-11,Expired,1,0,1
20471,"803 Laurie Parks Apt. 816
Craigberg, HI 37102",8001,75,Industrial,7,Good,Brick,"Extinguishers, Alarms","Ramps, Wide Doorways",Do although.,Office,Occupied,None,46215.0,2022-05-24,Passed,None,Compliant,7020.0,Plumbing,2599.4,2023-12-31,Port Kelly,7 days,2024-11-15,Pending,1,0,1
20471,"803 Laurie Parks Apt. 816
Craigberg, HI 37102",8001,75,Industrial,7,Good,Brick,"Extinguishers, Alarms","Ramps, Wide Doorways",Do although.,Office,Occupied,None,46215.0,2022-05-24,Passed,None,Compliant,7971.0,Electrical Work,3727.76,2023-10-31,Lake Gregory,1 days,2025-08-28,Expired,1,0,1
20471,"803 Laurie Parks Apt. 816
Craigberg, HI 37102",8001,75,Industrial,7,Good,Brick,"Extinguishers, Alarms","Ramps, Wide Doorways",Do although.,Office,Occupied,None,46215.0,2022-05-24,Passed,None,Compliant,43316.0,Plumbing,3244.75,2023-12-22,Joeton,4 days,2025-04-24,Converted,1,0,1
20471,"803 Laurie Parks Apt. 816
Craigberg, HI 37102",8001,75,Industrial,7,Good,Brick,"Extinguishers, Alarms","Ramps, Wide Doorways",Do although.,Office,Occupied,None,46215.0,2022-05-24,Passed,None,Compliant,46469.0,Electrical Work,3423.27,2024-09-15,Lake Anna,3 days,2025-03-03,Closed,1,0,1
20474,"PSC 0011, Box 9771
APO AA 49022",814,26,Commercial,9,Fair,Concrete,Sprinklers,"Wide Doorways, Elevator",None,Residential,Occupied,None,36685.0,2024-07-19,Passed with minor issues,I around hold.,Compliant,4986.0,Roof Repair,3233.25,2024-07-09,Lake Gina,1 days,2025-03-13,Pending,0,1,0
20475,"3660 Aimee Extensions Apt. 108
Port Kimberly, GA 00813",2417,37,Residential,2,Good,Steel,"Sprinklers, Alarms, Extinguishers","None, Wide Doorways",None,Residential,Occupied,None,35364.0,2024-02-23,Passed with minor issues,None,Non-compliant,4068.0,HVAC Installation,1219.96,2024-07-21,New Wendy,4 days,2025-02-28,Expired,1,1,1
20475,"3660 Aimee Extensions Apt. 108
Port Kimberly, GA 00813",2417,37,Residential,2,Good,Steel,"Sprinklers, Alarms, Extinguishers","None, Wide Doorways",None,Residential,Occupied,None,35364.0,2024-02-23,Passed with minor issues,None,Non-compliant,49180.0,HVAC Installation,2663.68,2024-03-29,Margaretville,5 days,2024-11-11,Closed,1,1,1
20476,"Unit 6254 Box 3823
DPO AE 46887",3046,73,Industrial,5,Excellent,Wood,Sprinklers,Ramps,Investment bring.,Warehouse,Occupied,Asbestos,19680.0,2022-02-12,Failed,None,Non-compliant,24637.0,Plumbing,2031.11,2024-03-03,Port Kristinport,3 days,2024-12-19,Closed,0,1,0
20480,"81165 Myers Pine Apt. 367
New Brandonview, NH 34342",5517,13,Industrial,8,Fair,Concrete,Extinguishers,Wide Doorways,None,Retail,Occupied,None,47299.0,2022-04-15,Passed with minor issues,Fear professional body and as rest.,Non-compliant,29834.0,Interior Painting,1098.67,2024-02-12,New Cherylburgh,2 days,2025-05-02,Closed,0,0,1
20483,"68256 King Skyway Suite 714
Port Andrewville, TX 47296",3510,10,Residential,8,Good,Steel,Extinguishers,"None, Wide Doorways, Elevator",But reveal about well.,Office,Vacant,None,47592.0,2022-01-02,Failed,Speech happen general.,Compliant,21059.0,Roof Repair,3980.29,2024-04-10,South Brian,4 days,2025-09-04,Closed,0,0,1
20483,"68256 King Skyway Suite 714
Port Andrewville, TX 47296",3510,10,Residential,8,Good,Steel,Extinguishers,"None, Wide Doorways, Elevator",But reveal about well.,Office,Vacant,None,47592.0,2022-01-02,Failed,Speech happen general.,Compliant,35288.0,Plumbing,1218.43,2024-02-27,Eugeneborough,1 days,2025-04-05,Expired,0,0,1
20483,"68256 King Skyway Suite 714
Port Andrewville, TX 47296",3510,10,Residential,8,Good,Steel,Extinguishers,"None, Wide Doorways, Elevator",But reveal about well.,Office,Vacant,None,47592.0,2022-01-02,Failed,Speech happen general.,Compliant,42757.0,HVAC Installation,626.61,2024-06-06,Freemanmouth,5 days,2025-04-25,Converted,0,0,1
20485,"6149 Amy Ville Suite 261
Nashton, IL 67671",9183,75,Commercial,2,Excellent,Brick,"Sprinklers, Extinguishers, Alarms","Elevator, Ramps, None",Guess behavior person.,Warehouse,Occupied,None,27310.0,2023-06-01,Failed,Great hear audience.,Compliant,22560.0,Roof Repair,3353.96,2024-06-28,Leonchester,5 days,2025-07-12,Pending,1,1,1
20485,"6149 Amy Ville Suite 261
Nashton, IL 67671",9183,75,Commercial,2,Excellent,Brick,"Sprinklers, Extinguishers, Alarms","Elevator, Ramps, None",Guess behavior person.,Warehouse,Occupied,None,27310.0,2023-06-01,Failed,Great hear audience.,Compliant,26542.0,Electrical Work,4919.9,2024-06-23,Brentchester,7 days,2025-07-13,Converted,1,1,1
20485,"6149 Amy Ville Suite 261
Nashton, IL 67671",9183,75,Commercial,2,Excellent,Brick,"Sprinklers, Extinguishers, Alarms","Elevator, Ramps, None",Guess behavior person.,Warehouse,Occupied,None,36183.0,2023-03-21,Failed,None,Compliant,22560.0,Roof Repair,3353.96,2024-06-28,Leonchester,5 days,2025-07-12,Pending,1,1,1
20485,"6149 Amy Ville Suite 261
Nashton, IL 67671",9183,75,Commercial,2,Excellent,Brick,"Sprinklers, Extinguishers, Alarms","Elevator, Ramps, None",Guess behavior person.,Warehouse,Occupied,None,36183.0,2023-03-21,Failed,None,Compliant,26542.0,Electrical Work,4919.9,2024-06-23,Brentchester,7 days,2025-07-13,Converted,1,1,1
20488,"26799 Corey Row Suite 781
Longside, TX 50579",8619,46,Commercial,9,Poor,Steel,"Extinguishers, Sprinklers",Wide Doorways,None,Residential,Occupied,Mold,1757.0,2024-04-03,Passed,None,Compliant,42843.0,Plumbing,1399.03,2024-01-27,South Cristianview,3 days,2024-10-08,Converted,0,1,1
20488,"26799 Corey Row Suite 781
Longside, TX 50579",8619,46,Commercial,9,Poor,Steel,"Extinguishers, Sprinklers",Wide Doorways,None,Residential,Occupied,Mold,9408.0,2021-09-20,Passed,Staff save sure hotel parent.,Non-compliant,42843.0,Plumbing,1399.03,2024-01-27,South Cristianview,3 days,2024-10-08,Converted,0,1,1
20488,"26799 Corey Row Suite 781
Longside, TX 50579",8619,46,Commercial,9,Poor,Steel,"Extinguishers, Sprinklers",Wide Doorways,None,Residential,Occupied,Mold,49629.0,2023-11-02,Failed,Fly especially place from.,Compliant,42843.0,Plumbing,1399.03,2024-01-27,South Cristianview,3 days,2024-10-08,Converted,0,1,1
20489,"2387 Anderson Junction Suite 825
Jamieborough, WI 01131",9295,61,Commercial,5,Excellent,Wood,"Alarms, Sprinklers","Elevator, None, Wide Doorways, Ramps",None,Residential,Occupied,None,17949.0,2022-08-03,Failed,Ahead laugh past early there watch know morning.,Non-compliant,21408.0,Roof Repair,986.27,2024-08-28,Mackmouth,7 days,2025-01-05,Closed,1,1,0
20489,"2387 Anderson Junction Suite 825
Jamieborough, WI 01131",9295,61,Commercial,5,Excellent,Wood,"Alarms, Sprinklers","Elevator, None, Wide Doorways, Ramps",None,Residential,Occupied,None,31923.0,2023-05-14,Failed,None,Non-compliant,21408.0,Roof Repair,986.27,2024-08-28,Mackmouth,7 days,2025-01-05,Closed,1,1,0
20495,"69551 Allison Crest Suite 240
Josephview, AR 56234",7011,8,Commercial,4,Good,Wood,"Extinguishers, Alarms","Ramps, Wide Doorways, None, Elevator",None,Warehouse,Vacant,None,8134.0,2023-05-08,Passed,Necessary rest middle wear.,Compliant,28705.0,Roof Repair,3267.39,2023-11-16,Port Zachary,6 days,2024-09-29,Expired,1,0,1
20496,"02725 Morrison Knolls
South Fredton, KS 28941",1941,49,Residential,2,Excellent,Concrete,"Alarms, Sprinklers","Wide Doorways, Elevator, Ramps",Tell fall.,Retail,Vacant,Lead Paint,29573.0,2022-07-26,Failed,Camera military style bag.,Non-compliant,8814.0,Interior Painting,4984.36,2024-03-19,North Kristie,1 days,2025-01-07,Expired,1,1,0
20496,"02725 Morrison Knolls
South Fredton, KS 28941",1941,49,Residential,2,Excellent,Concrete,"Alarms, Sprinklers","Wide Doorways, Elevator, Ramps",Tell fall.,Retail,Vacant,Lead Paint,29573.0,2022-07-26,Failed,Camera military style bag.,Non-compliant,29098.0,Roof Repair,1160.24,2023-10-21,Johnsonfort,2 days,2025-08-05,Closed,1,1,0
20498,"054 Kelly Dam
Jenniferstad, IN 54314",7748,39,Residential,4,Excellent,Concrete,"Extinguishers, Alarms, Sprinklers",Ramps,Official space.,Retail,Vacant,None,35861.0,2023-05-23,Failed,Special tax we environment plant concern.,Compliant,3737.0,Electrical Work,1770.71,2024-03-16,Kevinberg,1 days,2025-05-18,Pending,1,1,1
20498,"054 Kelly Dam
Jenniferstad, IN 54314",7748,39,Residential,4,Excellent,Concrete,"Extinguishers, Alarms, Sprinklers",Ramps,Official space.,Retail,Vacant,None,35861.0,2023-05-23,Failed,Special tax we environment plant concern.,Compliant,29300.0,Interior Painting,4572.06,2024-04-25,Monicabury,1 days,2025-08-04,Converted,1,1,1
20498,"054 Kelly Dam
Jenniferstad, IN 54314",7748,39,Residential,4,Excellent,Concrete,"Extinguishers, Alarms, Sprinklers",Ramps,Official space.,Retail,Vacant,None,40041.0,2023-04-22,Failed,Apply I fund case less.,Compliant,3737.0,Electrical Work,1770.71,2024-03-16,Kevinberg,1 days,2025-05-18,Pending,1,1,1
20498,"054 Kelly Dam
Jenniferstad, IN 54314",7748,39,Residential,4,Excellent,Concrete,"Extinguishers, Alarms, Sprinklers",Ramps,Official space.,Retail,Vacant,None,40041.0,2023-04-22,Failed,Apply I fund case less.,Compliant,29300.0,Interior Painting,4572.06,2024-04-25,Monicabury,1 days,2025-08-04,Converted,1,1,1
